통계표,계정항목,단위,가중치,변환,1975/11,1975/12,1976/01,1976/02,1976/03,1976/04,1976/05,1976/06,1976/07,1976/08,1976/09,1976/10,1976/11,1976/12,1977/01,1977/02,1977/03,1977/04,1977/05,1977/06,1977/07,1977/08,1977/09,1977/10,1977/11,1977/12,1978/01,1978/02,1978/03,1978/04,1978/05,1978/06,1978/07,1978/08,1978/09,1978/10,1978/11,1978/12,1979/01,1979/02,1979/03,1979/04,1979/05,1979/06,1979/07,1979/08,1979/09,1979/10,1979/11,1979/12,1980/01,1980/02,1980/03,1980/04,1980/05,1980/06,1980/07,1980/08,1980/09,1980/10,1980/11,1980/12,1981/01,1981/02,1981/03,1981/04,1981/05,1981/06,1981/07,1981/08,1981/09,1981/10,1981/11,1981/12,1982/01,1982/02,1982/03,1982/04,1982/05,1982/06,1982/07,1982/08,1982/09,1982/10,1982/11,1982/12,1983/01,1983/02,1983/03,1983/04,1983/05,1983/06,1983/07,1983/08,1983/09,1983/10,1983/11,1983/12,1984/01,1984/02,1984/03,1984/04,1984/05,1984/06,1984/07,1984/08,1984/09,1984/10,1984/11,1984/12,1985/01,1985/02,1985/03,1985/04,1985/05,1985/06,1985/07,1985/08,1985/09,1985/10,1985/11,1985/12,1986/01,1986/02,1986/03,1986/04,1986/05,1986/06,1986/07,1986/08,1986/09,1986/10,1986/11,1986/12,1987/01,1987/02,1987/03,1987/04,1987/05,1987/06,1987/07,1987/08,1987/09,1987/10,1987/11,1987/12,1988/01,1988/02,1988/03,1988/04,1988/05,1988/06,1988/07,1988/08,1988/09,1988/10,1988/11,1988/12,1989/01,1989/02,1989/03,1989/04,1989/05,1989/06,1989/07,1989/08,1989/09,1989/10,1989/11,1989/12,1990/01,1990/02,1990/03,1990/04,1990/05,1990/06,1990/07,1990/08,1990/09,1990/10,1990/11,1990/12,1991/01,1991/02,1991/03,1991/04,1991/05,1991/06,1991/07,1991/08,1991/09,1991/10,1991/11,1991/12,1992/01,1992/02,1992/03,1992/04,1992/05,1992/06,1992/07,1992/08,1992/09,1992/10,1992/11,1992/12,1993/01,1993/02,1993/03,1993/04,1993/05,1993/06,1993/07,1993/08,1993/09,1993/10,1993/11,1993/12,1994/01,1994/02,1994/03,1994/04,1994/05,1994/06,1994/07,1994/08,1994/09,1994/10,1994/11,1994/12,1995/01,1995/02,1995/03,1995/04,1995/05,1995/06,1995/07,1995/08,1995/09,1995/10,1995/11,1995/12,1996/01,1996/02,1996/03,1996/04,1996/05,1996/06,1996/07,1996/08,1996/09,1996/10,1996/11,1996/12,1997/01,1997/02,1997/03,1997/04,1997/05,1997/06,1997/07,1997/08,1997/09,1997/10,1997/11,1997/12,1998/01,1998/02,1998/03,1998/04,1998/05,1998/06,1998/07,1998/08,1998/09,1998/10,1998/11,1998/12,1999/01,1999/02,1999/03,1999/04,1999/05,1999/06,1999/07,1999/08,1999/09,1999/10,1999/11,1999/12,2000/01,2000/02,2000/03,2000/04,2000/05,2000/06,2000/07,2000/08,2000/09,2000/10,2000/11,2000/12,2001/01,2001/02,2001/03,2001/04,2001/05,2001/06,2001/07,2001/08,2001/09,2001/10,2001/11,2001/12,2002/01,2002/02,2002/03,2002/04,2002/05,2002/06,2002/07,2002/08,2002/09,2002/10,2002/11,2002/12,2003/01,2003/02,2003/03,2003/04,2003/05,2003/06,2003/07,2003/08,2003/09,2003/10,2003/11,2003/12,2004/01,2004/02,2004/03,2004/04,2004/05,2004/06,2004/07,2004/08,2004/09,2004/10,2004/11,2004/12,2005/01,2005/02,2005/03,2005/04,2005/05,2005/06,2005/07,2005/08,2005/09,2005/10,2005/11,2005/12,2006/01,2006/02,2006/03,2006/04,2006/05,2006/06,2006/07,2006/08,2006/09,2006/10,2006/11,2006/12,2007/01,2007/02,2007/03,2007/04,2007/05,2007/06,2007/07,2007/08,2007/09,2007/10,2007/11,2007/12,2008/01,2008/02,2008/03,2008/04,2008/05,2008/06,2008/07,2008/08,2008/09,2008/10,2008/11,2008/12,2009/01,2009/02,2009/03,2009/04,2009/05,2009/06,2009/07,2009/08,2009/09,2009/10,2009/11,2009/12,2010/01,2010/02,2010/03,2010/04,2010/05,2010/06,2010/07,2010/08,2010/09,2010/10,2010/11,2010/12,2011/01,2011/02,2011/03,2011/04,2011/05,2011/06,2011/07,2011/08,2011/09,2011/10,2011/11,2011/12,2012/01,2012/02,2012/03,2012/04,2012/05,2012/06,2012/07,2012/08,2012/09,2012/10,2012/11,2012/12,2013/01,2013/02,2013/03,2013/04,2013/05,2013/06,2013/07,2013/08,2013/09,2013/10,2013/11,2013/12,2014/01,2014/02,2014/03,2014/04,2014/05,2014/06,2014/07,2014/08,2014/09,2014/10,2014/11,2014/12,2015/01,2015/02,2015/03,2015/04,2015/05,2015/06,2015/07,2015/08,2015/09,2015/10,2015/11,2015/12,2016/01,2016/02,2016/03,2016/04,2016/05,2016/06,2016/07,2016/08,2016/09,2016/10,2016/11,2016/12,2017/01,2017/02,2017/03,2017/04,2017/05,2017/06,2017/07,2017/08,2017/09,2017/10,2017/11,2017/12,2018/01,2018/02,2018/03,2018/04,2018/05,2018/06,2018/07,2018/08,2018/09,2018/10,2018/11,2018/12,2019/01,2019/02,2019/03,2019/04,2019/05,2019/06,2019/07,2019/08,2019/09,2019/10,2019/11,2019/12,2020/01,2020/02,2020/03,2020/04,2020/05,2020/06,2020/07,2020/08,2020/09,2020/10,2020/11,2020/12,2021/01,2021/02,2021/03,2021/04,2021/05,2021/06,2021/07,2021/08,2021/09,2021/10,2021/11,2021/12,2022/01,2022/02,2022/03,2022/04,2022/05,2022/06,2022/07,2022/08,2022/09,2022/10,2022/11,2022/12,2023/01,2023/02,2023/03,2023/04,2023/05,2023/06,2023/07,2023/08,2023/09,2023/10,2023/11,2023/12,2024/01,2024/02,2024/03
"4.2.1. 소비자물가지수","총지수","2020=100","1000","원자료","10.214","10.262","10.328","10.441","10.622","10.735","10.801","10.905","11.115","11.228","11.313","11.19","11.18","11.247","11.331","11.598","11.758","11.768","11.89","12.005","12.157","12.318","12.355","12.318","12.365","12.479","12.839","13.104","13.274","13.255","13.388","13.757","13.956","13.985","14.268","14.392","14.468","14.524","14.648","15.16","15.435","15.813","16.307","16.458","16.533","16.59","16.818","16.931","17.187","17.604","18.368","19.163","19.876","20.022","20.652","20.904","21.073","21.428","21.827","22.435","22.561","23.273","23.651","23.84","24.301","24.51","25.056","25.747","25.999","26.272","26.607","26.544","26.314","26.461","26.587","26.712","26.963","27.006","27.216","27.383","27.446","27.53","27.655","27.592","27.425","27.739","27.95","28.138","28.242","28.16","28.242","28.221","28.221","28.242","28.284","28.263","28.201","28.284","28.452","28.704","28.809","28.893","28.85","28.704","28.704","28.85","29.186","29.04","28.976","28.976","29.052","29.259","29.289","29.319","29.526","29.555","29.555","29.614","29.939","30.028","29.674","29.85","30.117","30.293","30.353","30.323","30.501","30.442","30.471","30.442","30.619","30.323","30.265","30.265","30.382","30.442","30.677","30.855","31.327","31.299","31.209","31.653","31.86","31.89","31.831","32.096","32.273","32.805","33.279","33.221","33.396","33.604","33.663","33.84","33.929","33.84","34.107","34.402","34.46","34.579","34.816","34.963","35.407","35.466","35.436","35.703","36.028","36.116","36.175","36.146","36.982","37.213","37.598","38.022","38.445","38.636","38.752","38.907","39.138","39.253","39.292","39.521","40.368","40.907","41.408","41.6","41.715","41.984","42.254","42.6","42.832","42.909","43.1","43.177","43.486","43.755","44.217","44.486","44.756","44.834","45.025","45.102","45.256","45.217","44.986","45.102","45.448","45.756","46.333","46.603","46.757","46.988","46.95","47.104","47.334","47.526","47.449","47.718","48.335","48.873","49.296","49.373","49.412","49.758","50.182","50.567","50.412","50.259","50.336","50.375","50.847","51.055","51.574","51.886","51.99","51.835","51.99","52.302","52.77","52.511","52.406","52.77","53.289","53.499","53.862","54.226","54.538","54.538","54.798","55.057","55.162","55.162","55.162","55.369","55.786","56.097","56.305","56.565","56.617","56.721","56.825","57.24","57.502","57.502","57.553","59.009","60.413","61.453","61.349","61.557","61.245","60.985","60.985","61.192","61.453","61.66","61.453","61.349","61.297","61.557","61.66","61.816","61.712","61.349","61.14","61.765","61.921","62.389","62.284","62.18","62.456","62.647","62.962","62.709","62.393","62.709","62.962","63.277","64.098","64.035","63.656","63.908","64.604","64.919","65.488","65.74","65.677","65.866","65.992","66.245","66.182","66.182","65.804","65.93","66.308","66.624","67.003","67.382","67.634","67.571","67.382","67.824","68.204","68.013","68.077","68.391","68.835","69.213","70.034","69.908","69.782","69.592","69.53","69.845","70.477","70.539","70.413","70.73","71.172","71.487","72.181","72.181","72.119","72.119","72.561","73.191","73.191","73.191","72.75","72.877","73.594","73.892","74.338","74.413","74.338","74.114","74.413","74.636","75.008","74.859","74.561","74.785","75.231","75.381","75.827","75.902","76.05","75.902","76.199","76.645","76.868","76.496","76.125","76.348","76.496","77.017","77.464","77.761","77.836","77.836","78.134","78.208","78.655","78.803","78.803","79.101","79.472","79.771","80.515","80.962","81.63","82.151","82.747","82.598","82.673","82.598","82.375","82.375","82.45","83.045","83.64","83.862","83.862","83.788","84.086","84.384","84.459","84.235","84.384","84.682","85.351","85.523","85.696","86.041","86.128","86.041","86.214","86.647","87.337","87.337","86.906","87.251","88.288","88.892","89.238","89.325","89.497","89.67","90.102","90.707","90.62","90.448","90.534","90.879","91.242","91.588","91.614","91.605","91.769","91.639","91.432","91.855","92.512","92.339","92.011","92.175","92.728","93.038","92.952","92.823","92.823","92.71","92.909","93.238","93.419","93.134","93.116","93.229","93.73","93.98","94.153","94.214","94.369","94.248","94.386","94.551","94.49","94.205","94.015","94.006","94.643","94.587","94.596","94.625","94.89","94.909","95.08","95.213","94.966","94.966","94.786","95.07","95.232","95.64","95.393","95.573","95.63","95.611","95.431","95.677","96.247","96.379","96.237","96.342","97.366","97.632","97.565","97.442","97.546","97.338","97.499","98.058","98.172","98.077","97.347","97.698","98.106","98.855","98.751","98.931","98.979","98.779","98.59","99.462","100.221","100.041","99.33","98.988","98.884","99.311","99.121","99.481","99.652","99.491","99.187","99.425","99.794","100.041","99.481","99.719","100.09","100.16","99.94","99.5","99.44","99.71","99.63","100.19","100.74","100.18","100.09","100.33","101.04","101.58","101.84","101.98","102.05","102.05","102.26","102.75","103.17","103.35","103.87","104.04","104.85","105.42","106.1","106.83","107.5","108.21","108.73","108.63","108.82","109.16","109.07","109.26","110.07","110.33","110.52","110.77","111.13","111.16","111.29","112.28","112.83","113.26","112.67","112.71","113.15","113.77","113.94"
"4.2.1. 소비자물가지수","  식료품 및 비주류음료","2020=100","142","원자료","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.259","20.654","20.487","20.467","20.737","20.778","20.695","20.82","21.34","21.421","20.611","20.82","21.317","21.671","21.588","21.484","21.649","21.215","21.215","21.151","21.421","20.737","20.591","20.487","20.654","20.695","20.861","21.11","21.92","21.816","21.609","22.522","22.854","22.771","22.584","22.999","23.291","23.851","24.12","23.851","23.954","24.162","24.224","24.452","24.557","24.162","24.494","24.971","25.178","25.262","25.302","25.324","25.781","25.635","25.242","25.697","26.237","26.196","26.113","25.967","26.58","26.805","26.891","27.622","28.299","28.468","28.553","28.807","29.314","29.259","28.835","28.835","29.653","30.413","30.836","31.09","30.836","30.977","31.034","31.935","32.33","32.133","32.133","32.076","32.442","32.641","32.612","32.922","33.318","33.289","33.26","33.373","33.628","33.148","32.273","32.33","32.781","32.781","33.035","33.373","33.542","33.965","33.796","34.106","34.811","35.036","34.698","35.262","36.05","36.867","36.981","36.784","36.698","36.981","37.912","38.701","38.306","37.883","37.827","37.714","38.293","38.64","38.987","39.141","38.833","38.139","38.062","38.486","39.41","38.216","37.908","38.178","38.794","39.063","38.987","39.641","40.258","40.104","40.142","40.181","40.104","39.796","39.487","39.68","39.988","40.373","40.335","40.952","40.875","40.875","41.336","42.184","42.416","42.03","41.682","42.146","43.455","44.302","44.842","45.382","45.728","44.726","44.92","46.114","46.653","46.769","46.074","46.229","46.653","47.577","47.77","48.078","47.577","46.345","45.843","47.925","48.156","48.655","47.77","47.616","48.264","48.697","48.457","47.547","46.733","46.781","47.307","47.786","50.037","49.032","47.02","47.068","48.313","48.792","49.989","50.372","49.702","50.277","50.946","52.192","51.665","51.474","49.893","50.421","51.474","52.91","52.384","52.671","53.101","52.671","51.905","53.58","54.874","52.527","52.049","52.958","54.011","54.537","55.591","55.017","54.155","53.293","53.293","54.537","57.123","57.603","56.693","56.693","57.651","58.368","59.614","59.423","58.8","58.609","59.518","61.816","61.959","61.385","59.47","59.423","60.61","61.902","62.087","62.394","61.717","60.61","61.41","61.717","62.948","62.149","59.871","60.856","62.025","61.779","61.841","61.656","61.102","60.548","60.918","63.256","63.872","62.517","60.856","61.779","62.087","63.502","62.948","63.132","62.702","62.333","63.132","63.256","65.102","65.225","63.502","63.809","63.994","64.549","64.425","65.41","65.655","65.532","66.763","67.932","68.609","68.055","68.179","69.286","70.764","71.009","72.178","73.348","72.855","70.824","71.378","71.932","71.747","71.316","70.209","71.316","73.039","73.878","74.41","75.553","75.172","74.182","74.563","76.467","80.351","80.504","77.914","77.914","80.504","82.103","81.874","81.189","80.351","80.961","82.484","84.997","84.768","82.788","82.56","83.779","85.287","84.989","85.827","85.5","85.355","84.883","84.304","85.363","88.478","87.061","84.921","85.538","87.29","87.754","86.902","86.992","86.094","85.112","85.728","87.731","87.754","85.79","84.434","84.738","85.705","86.581","86.81","86.733","86.741","86.36","86.635","87.336","87.914","86.201","85.911","86.422","87.795","88.385","87.549","87.461","88.737","88.473","88.244","88.825","88.649","87.769","86.607","87.998","88.711","91.062","90.023","90.067","89.133","87.742","87.734","88.94","93.271","91.986","90.621","91.581","94.346","94.434","93.606","92.611","92.312","91.643","91.907","94.645","95.825","93.465","90.859","91.951","93.324","96.027","94.486","94.962","94.073","92.866","93.148","98.026","101.424","98.748","95.675","95.842","95.789","96.441","95.508","96.318","95.816","94.768","93.923","94.821","97.304","97.497","94.988","95.974","97.16","96.66","98.06","97.65","98.45","98.68","99.15","101.8","104.79","104.85","101.24","101.51","103.39","105.69","105.84","105.35","105.16","104.56","104.75","106.2","107.87","106.72","107.25","107.85","109.34","109.63","109.55","110.29","111.35","111.32","112.99","114.56","116.06","114.72","112.46","113.53","115.37","115.91","116.46","115.9","115.99","116.3","117.3","120.53","122.46","122.85","119.8","120.56","122.2","123.96","124.22"
"4.2.1. 소비자물가지수","    식료품","2020=100","132.3","원자료","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.805","20.19","20.028","20.008","20.272","20.312","20.231","20.353","20.88","20.941","20.149","20.353","20.84","21.184","21.083","20.982","21.144","20.698","20.698","20.637","20.9","20.211","20.049","19.947","20.11","20.149","20.332","20.596","21.428","21.306","21.103","22.037","22.382","22.3","22.118","22.524","22.829","23.396","23.681","23.396","23.498","23.721","23.783","24.006","24.107","23.721","24.045","24.533","24.756","24.837","24.877","24.898","25.365","25.222","24.817","25.284","25.832","25.79","25.71","25.568","26.147","26.369","26.452","27.231","27.898","28.064","28.175","28.397","28.953","28.897","28.452","28.425","29.315","30.065","30.509","30.787","30.509","30.62","30.676","31.565","31.955","31.76","31.732","31.677","32.038","32.204","32.121","32.455","32.872","32.816","32.788","32.899","33.149","32.649","31.787","31.815","32.261","32.261","32.538","32.872","33.037","33.482","33.287","33.621","34.344","34.594","34.233","34.789","35.594","36.428","36.539","36.317","36.262","36.539","37.483","38.289","37.872","37.455","37.372","37.262","37.821","38.162","38.504","38.655","38.315","37.554","37.478","37.896","38.846","37.63","37.289","37.554","38.2","38.504","38.429","39.073","39.718","39.53","39.566","39.566","39.53","39.225","38.922","39.112","39.453","39.871","39.832","40.44","40.326","40.365","40.782","41.693","41.921","41.504","41.124","41.58","42.87","43.668","44.162","44.693","45.074","44.01","44.239","45.49","46.061","46.175","45.453","45.642","46.061","47.01","47.238","47.579","47.048","45.795","45.263","47.427","47.655","48.225","47.313","47.162","47.924","48.304","48.066","47.117","46.262","46.357","46.927","47.403","49.73","48.685","46.595","46.595","47.973","48.399","49.634","50.062","49.302","49.919","50.585","51.914","51.345","51.202","49.492","50.062","51.154","52.627","52.105","52.389","52.817","52.389","51.629","53.339","54.717","52.246","51.771","52.721","53.766","54.336","55.429","54.764","53.862","53.006","53.006","54.289","56.948","57.471","56.522","56.522","57.566","58.279","59.561","59.324","58.659","58.469","59.419","61.842","61.936","61.318","59.324","59.276","60.565","61.855","62.04","62.347","61.61","60.443","61.303","61.61","62.9","62.04","59.706","60.688","61.916","61.672","61.672","61.487","60.934","60.321","60.688","63.206","63.76","62.347","60.565","61.61","61.916","63.392","62.838","62.9","62.408","61.979","62.838","62.961","64.865","64.989","63.206","63.514","63.699","64.251","64.006","64.926","65.172","65.05","66.34","67.445","68.182","67.568","67.691","68.858","70.394","70.639","71.684","72.912","72.36","70.209","70.762","71.377","71.131","70.701","69.533","70.639","72.486","73.395","73.925","75.137","74.682","73.622","74.076","76.046","80.212","80.288","77.485","77.485","80.212","81.878","81.651","80.894","79.833","80.439","82.03","84.68","84.453","82.332","82.03","83.317","84.908","84.574","85.468","85.12","84.961","84.453","83.855","84.961","88.203","86.657","84.362","85.006","86.839","87.324","86.393","86.521","85.536","84.498","85.135","87.278","87.369","85.257","83.825","84.142","85.143","86.074","86.256","86.203","86.165","85.756","86.044","86.794","87.43","85.559","85.226","85.839","87.239","87.825","86.933","86.828","88.14","87.939","87.702","88.28","88.052","87.152","85.892","87.405","88.148","90.641","89.53","89.591","88.664","87.134","87.178","88.463","93.011","91.611","90.177","91.148","94.095","94.209","93.36","92.39","92.119","91.314","91.568","94.454","95.669","93.186","90.536","91.725","93.063","95.94","94.244","94.838","93.85","92.53","92.862","98.03","101.581","98.843","95.485","95.669","95.512","96.229","95.276","96.185","95.59","94.462","93.553","94.497","97.191","97.322","94.76","95.809","96.98","96.5","97.97","97.49","98.34","98.59","99.09","101.91","105.12","105.16","101.25","101.6","103.55","106.05","106.16","105.67","105.46","104.82","104.98","106.54","108.31","107.02","107.5","108.09","109.63","109.8","109.72","110.38","111.55","111.47","113.32","115.04","116.57","115.1","112.66","113.71","115.46","115.82","116.3","115.68","115.84","116.06","117.13","120.68","122.71","123.09","119.81","120.65","122.38","124.3","124.72"
"4.2.1. 소비자물가지수","      빵 및 곡물","2020=100","22.3","원자료","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.603","26.203","26.64","27.076","27.648","28.03","28.193","28.412","27.947","27.293","26.803","27.321","28.112","28.684","28.575","28.602","28.63","28.712","28.821","29.039","29.366","28.412","28.494","28.329","28.302","28.52","28.792","29.147","29.911","29.666","29.829","30.457","30.32","30.265","30.457","30.292","30.129","30.32","30.92","31.137","31.52","31.683","32.065","32.638","32.638","32.556","32.473","32.392","32.392","32.447","32.611","32.693","32.719","32.774","32.938","33.02","32.828","32.965","33.892","34.028","34.414","34.667","34.958","35.573","36.696","37.276","37.348","37.058","36.769","36.589","36.515","36.878","37.312","38.037","38.326","38.29","38.326","38.399","38.471","38.544","38.617","38.544","38.544","38.436","38.544","38.689","38.725","39.486","40.174","40.355","40.464","40.5","40.573","40.464","40.5","40.682","40.863","41.586","41.841","42.456","42.42","42.42","42.528","42.565","43.036","42.782","42.891","43.326","44.305","44.341","44.05","44.05","44.521","45.681","45.428","44.776","44.087","43.941","44.087","44.305","44.863","44.863","45.094","45.139","45.279","45.695","46.388","46.526","46.296","46.388","47.774","50.268","50.869","51.192","51.099","51.793","52.856","53.134","52.578","52.44","52.533","52.44","52.394","52.348","52.394","52.533","53.272","53.965","54.473","54.657","55.119","55.951","55.766","54.796","54.519","54.796","57.337","58.447","59.14","59.186","59.232","59.37","60.109","61.957","62.096","61.635","61.404","61.542","61.68","61.727","61.68","61.819","62.188","62.697","63.251","63.575","63.714","63.667","63.621","63.575","63.679","63.874","63.939","63.81","64.197","64.584","64.908","65.425","65.49","65.296","65.296","65.296","65.296","65.49","65.555","65.49","65.748","66.071","66.136","66.33","66.071","65.425","64.52","64.068","64.132","64.068","64.068","64.132","64.132","64.132","64.132","64.326","64.715","65.36","65.36","65.49","65.49","65.619","65.684","65.684","65.684","65.813","65.684","65.877","66.071","66.201","66.783","67.106","67.817","68.27","68.528","68.593","68.915","69.304","69.562","69.821","69.821","69.627","69.046","68.851","68.899","68.967","68.831","68.763","68.899","69.036","68.967","68.899","68.557","67.942","66.778","66.504","66.231","66.163","65.957","65.752","65.614","65.752","65.752","66.367","66.983","67.257","66.915","66.778","66.641","66.847","67.12","67.736","67.804","67.873","67.942","68.078","68.01","68.284","68.899","69.516","70.131","70.678","73.141","74.099","74.578","74.988","75.398","75.741","76.221","76.836","77.178","77.383","77.315","77.178","77.246","77.178","77.041","76.357","76.357","76.151","75.81","75.81","74.852","74.304","74.115","73.377","73.45","73.45","73.524","73.377","73.229","73.672","73.377","74.041","74.927","75.223","76.699","77.289","77.954","78.987","79.504","80.02","80.833","80.981","81.128","82.235","82.9","83.638","83.446","83.453","83.793","83.601","83.542","83.756","83.379","83.733","83.881","84.162","85.114","85.712","86.088","86.863","87.358","87.521","87.698","87.779","87.616","87.69","88.126","88.975","88.709","88.296","87.809","88.665","88.473","88.547","88.48","88.267","87.934","88.119","88.296","88.665","88.835","88.089","88.351","87.841","88.026","87.762","88.114","87.727","87.639","87.815","87.736","88.043","87.912","87.437","86.725","86.752","87.235","87.27","86.629","86.541","85.697","85.917","85.68","85.653","84.942","85.091","85.697","85.592","85.1","85.223","85.478","85.091","85.337","85.407","86.681","88.289","88.852","89.379","89.941","91.365","92.498","93.228","93.57","93.5","93.869","94.458","94.906","96.839","97.911","98.526","98.675","98.851","99.519","99.633","99.853","99.73","99.633","99.466","99.37","99.712","99.624","99.308","98.78","99.16","99.5","99.46","99.33","99.37","99.17","99.42","99.89","100.98","102.18","102.76","103.51","103.53","105.77","105.98","106.32","106.48","106.67","106.76","107.57","107.63","107.43","107.41","107.38","107.86","109.92","109.77","109.81","109.66","110.54","111.04","110.99","112.89","114.12","114.27","114.1","116.27","116.19","116.69","116.72","116.79","116.67","117.83","118.67","120.14","119.6","119.52","119.36","118.98","118.86"
"4.2.1. 소비자물가지수","        쌀","2020=100","4.2","원자료","11.942","12.048","11.995","12.154","12.206","12.1","12.417","13.258","14.047","14.678","14.784","14.099","13.942","13.679","13.469","13.626","13.837","13.731","13.837","13.942","14.469","14.521","14.363","14.153","13.679","13.731","14.363","14.784","14.678","14.469","14.784","14.889","14.889","14.889","14.889","14.889","14.889","14.889","14.889","16.731","16.835","16.94","16.94","17.046","17.151","17.309","17.362","17.572","18.466","19.097","18.887","19.992","20.255","20.149","20.149","20.308","20.57","20.992","22.36","25.359","25.254","26.885","26.937","26.411","26.253","26.358","26.673","28.778","29.83","30.514","30.303","28.884","27.042","26.358","26.095","26.411","26.411","27.359","29.882","30.987","31.251","31.356","30.094","28.41","27.516","27.2","27.621","28.778","29.146","29.042","28.989","29.094","29.094","28.884","28.568","28.042","26.885","26.568","26.885","28.147","28.41","28.778","28.989","28.989","29.094","29.199","29.568","28.568","28.147","28.042","27.463","28.358","28.989","29.672","30.567","31.199","31.462","31.935","31.251","30.146","29.305","30.094","31.409","32.461","32.461","32.461","32.514","32.618","32.672","33.04","33.513","32.039","31.883","31.62","31.567","31.829","32.039","32.618","33.724","33.724","33.829","34.881","34.67","34.618","34.828","34.565","34.249","34.618","35.513","35.828","36.46","36.776","37.354","38.248","38.248","38.091","37.985","38.091","38.195","38.248","38.406","38.406","38.406","38.406","38.511","38.564","38.353","38.564","40.036","40.089","39.932","40.352","40.668","41.51","43.35","44.087","44.087","43.404","42.668","42.457","42.247","42.825","43.299","44.403","44.876","44.667","44.614","44.667","44.667","44.667","44.772","44.719","44.667","44.456","44.298","44.298","44.351","45.508","46.403","46.456","46.456","46.508","46.456","46.245","46.193","46.141","46.298","47.455","47.823","48.824","48.507","48.033","48.033","47.982","47.982","47.982","48.139","48.717","50.243","50.296","49.665","49.508","50.138","52.086","51.717","50.56","49.613","49.454","49.559","49.929","51.033","50.981","51.033","50.981","51.138","51.664","52.769","52.979","52.664","52.769","54.821","58.609","59.45","59.871","59.661","60.714","62.397","62.606","61.345","61.081","61.134","60.924","60.871","60.766","60.714","60.924","62.186","63.397","64.238","64.29","64.66","65.869","65.553","64.081","63.659","63.659","64.921","65.553","65.553","65.553","65.553","65.921","67.394","70.604","70.92","70.34","69.973","70.131","70.236","70.34","70.499","70.814","71.445","72.392","73.34","73.918","74.128","74.128","73.918","73.761","73.779","73.928","74.003","73.928","74.378","74.904","75.429","76.18","76.255","76.03","75.954","75.954","75.879","75.954","75.879","75.729","75.954","75.879","75.729","75.879","75.58","74.828","73.402","72.577","72.502","72.427","72.427","72.502","72.577","72.577","72.803","73.103","73.928","75.053","74.454","74.378","74.303","74.454","74.528","74.603","74.68","74.828","74.68","74.904","75.053","74.753","74.978","75.053","75.504","75.954","76.03","76.03","76.255","76.405","76.48","76.705","76.855","76.705","75.954","75.729","75.464","75.539","75.391","75.093","75.242","75.316","75.168","75.019","74.277","73.09","70.642","70.047","69.528","69.38","68.935","68.564","68.415","68.86","68.935","70.271","71.458","71.903","71.013","70.716","70.493","70.716","71.162","71.309","71.235","71.458","71.458","71.532","71.458","71.978","72.125","72.423","72.496","72.941","73.387","73.832","74.203","74.426","74.945","75.464","76.355","77.616","78.062","78.284","78.136","77.988","77.691","77.468","76.875","75.464","75.316","74.871","73.981","73.981","71.903","70.567","70.675","70.194","69.506","68.886","68.473","68.06","67.992","67.717","67.372","68.129","69.575","69.231","70.056","71.02","72.878","75.355","75.492","76.8","76.937","76.387","76.731","80.172","82.443","83.337","83.186","83.572","83.337","83.042","83","83.152","82.856","82.43","82.574","84.177","87.185","87.639","87.46","87.901","88.038","88.555","88.258","88.458","88.231","88.746","88.905","89.455","89.001","88.32","87.742","87.728","87.212","87.205","86.641","86.6","86.365","86.042","85.988","87.026","87.577","86.496","86.179","85.517","84.965","84.838","85.059","84.693","85.008","84.931","85.279","85.5","84.065","82.927","80.091","79.981","80.185","79.081","76.805","76.066","75.548","75.896","75.013","72.984","71.54","70.666","70.071","69.638","68.56","68.246","69.052","67.099","68.118","68.899","73.408","79.276","80.516","81.416","82.418","84.49","86.893","89.075","89.636","90.086","91.096","92.174","93.236","98.636","99.868","100.768","100.411","100.258","100.216","99.435","99.698","99.197","98.9","98.348","98.518","98.636","98.832","98.059","97.65","97.52","97.28","97.09","96.91","97.19","97.14","97.73","100.14","103.86","108.33","109.17","109.54","109.84","110.19","110.08","110.65","110.73","111.17","111.2","109.91","107.1","106.8","105.63","103.98","102.93","101.94","99.94","98.25","96.75","95.2","92.73","90.22","91.04","96.21","95.79","94.27","94.6","93.99","93.43","94.04","94.34","95.56","100.05","103.44","108.58","106.41","105.79","104.96","103.26","101.24"
