"도시별","지출목적별","시점","소비자물가지수[기준년도 2020년]",
"성남시","05 가정용품 및 가사 서비스","2003 년","73.656",
"성남시","05 가정용품 및 가사 서비스","2004 년","73.016",
"성남시","05 가정용품 및 가사 서비스","2005 년","73.727",
"성남시","05 가정용품 및 가사 서비스","2006 년","73.917",
"성남시","05 가정용품 및 가사 서비스","2007 년","75.846",
"성남시","05 가정용품 및 가사 서비스","2008 년","79.317",
"성남시","05 가정용품 및 가사 서비스","2009 년","83.316",
"성남시","05 가정용품 및 가사 서비스","2010 년","83.536",
"성남시","05 가정용품 및 가사 서비스","2011 년","86.515",
"성남시","05 가정용품 및 가사 서비스","2012 년","88.606",
"성남시","05 가정용품 및 가사 서비스","2013 년","88.716",
"성남시","05 가정용품 및 가사 서비스","2014 년","91.65",
"성남시","05 가정용품 및 가사 서비스","2015 년","94.47",
"성남시","05 가정용품 및 가사 서비스","2016 년","95.711",
"성남시","05 가정용품 및 가사 서비스","2017 년","96.398",
"성남시","05 가정용품 및 가사 서비스","2018 년","98.204",
"성남시","05 가정용품 및 가사 서비스","2019 년","100.249",
"성남시","05 가정용품 및 가사 서비스","2020 년","100",
"성남시","05 가정용품 및 가사 서비스","2021 년","101.47",
"성남시","05 가정용품 및 가사 서비스","2022 년","106.6",
"성남시","05 가정용품 및 가사 서비스","2023 년","113.65",
"성남시","06 보건","1990 년","47.189",
"성남시","06 보건","1991 년","49.03",
"성남시","06 보건","1992 년","51.078",
"성남시","06 보건","1993 년","52.671",
"성남시","06 보건","1994 년","54.11",
"성남시","06 보건","1995 년","56.611",
"성남시","06 보건","1996 년","58.861",
"성남시","06 보건","1997 년","60.617",
"성남시","06 보건","1998 년","64.886",
"성남시","06 보건","1999 년","65.424",
"성남시","06 보건","2000 년","69.514",
"성남시","06 보건","2001 년","77.479",
"성남시","06 보건","2002 년","76.998",
"성남시","06 보건","2003 년","78.927",
"성남시","06 보건","2004 년","80.19",
"성남시","06 보건","2005 년","81.76",
"성남시","06 보건","2006 년","84.595",
"성남시","06 보건","2007 년","85.657",
"성남시","06 보건","2008 년","87.606",
"성남시","06 보건","2009 년","89.663",
"성남시","06 보건","2010 년","91.681",
"성남시","06 보건","2011 년","93.812",
"성남시","06 보건","2012 년","94.63",
"성남시","06 보건","2013 년","94.867",
"성남시","06 보건","2014 년","95.617",
"성남시","06 보건","2015 년","96.53",
"성남시","06 보건","2016 년","97.318",
"성남시","06 보건","2017 년","98.024",
"성남시","06 보건","2018 년","98.242",
"성남시","06 보건","2019 년","98.378",
"성남시","06 보건","2020 년","100",
"성남시","06 보건","2021 년","99.38",
"성남시","06 보건","2022 년","99.84",
"성남시","06 보건","2023 년","101.55",
"성남시","07 교통","1990 년","25.573",
"성남시","07 교통","1991 년","29.187",
"성남시","07 교통","1992 년","33.505",
"성남시","07 교통","1993 년","38.004",
"성남시","07 교통","1994 년","41.463",
"성남시","07 교통","1995 년","44.928",
"성남시","07 교통","1996 년","48.317",
"성남시","07 교통","1997 년","53.129",
"성남시","07 교통","1998 년","62.637",
"성남시","07 교통","1999 년","64.52",
"성남시","07 교통","2000 년","67.164",
"성남시","07 교통","2001 년","70.013",
"성남시","07 교통","2002 년","70.914",
"성남시","07 교통","2003 년","73.847",
"성남시","07 교통","2004 년","76.981",
"성남시","07 교통","2005 년","81.489",
"성남시","07 교통","2006 년","85.407",
"성남시","07 교통","2007 년","89.086",
"성남시","07 교통","2008 년","97.546",
"성남시","07 교통","2009 년","94.132",
"성남시","07 교통","2010 년","99.412",
"성남시","07 교통","2011 년","105.676",
"성남시","07 교통","2012 년","109.859",
"성남시","07 교통","2013 년","109.028",
"성남시","07 교통","2014 년","106.965",
"성남시","07 교통","2015 년","98.777",
"성남시","07 교통","2016 년","97.01",
"성남시","07 교통","2017 년","100.287",
"성남시","07 교통","2018 년","102.482",
"성남시","07 교통","2019 년","100.997",
"성남시","07 교통","2020 년","100",
"성남시","07 교통","2021 년","105.57",
"성남시","07 교통","2022 년","114.88",
"성남시","07 교통","2023 년","110.34",
"성남시","08 통신","1990 년","156.715",
"성남시","08 통신","1991 년","156.57",
"성남시","08 통신","1992 년","157.706",
"성남시","08 통신","1993 년","156.767",
"성남시","08 통신","1994 년","153.019",
"성남시","08 통신","1995 년","149.961",
"성남시","08 통신","1996 년","148.648",
"성남시","08 통신","1997 년","143.361",
"성남시","08 통신","1998 년","144.837",
"성남시","08 통신","1999 년","142.938",
"성남시","08 통신","2000 년","138.802",
"성남시","08 통신","2001 년","134.314",
"성남시","08 통신","2002 년","127.905",
"성남시","08 통신","2003 년","121.463",
"성남시","08 통신","2004 년","119.531",
"성남시","08 통신","2005 년","117.425",
"성남시","08 통신","2006 년","115.653",
"성남시","08 통신","2007 년","113.1",
"성남시","08 통신","2008 년","111.378",
"성남시","08 통신","2009 년","111.221",
"성남시","08 통신","2010 년","110.17",
"성남시","08 통신","2011 년","108.381",
"성남시","08 통신","2012 년","105.49",
"성남시","08 통신","2013 년","105.323",
"성남시","08 통신","2014 년","105.221",
"성남시","08 통신","2015 년","104.991",
"성남시","08 통신","2016 년","105.074",
"성남시","08 통신","2017 년","105.358",
"성남시","08 통신","2018 년","104.467",
"성남시","08 통신","2019 년","102.097",
"성남시","08 통신","2020 년","100",
"성남시","08 통신","2021 년","99.16",
"성남시","08 통신","2022 년","100.06",
"성남시","08 통신","2023 년","101.14",
"성남시","09 오락 및 문화","1990 년","72.501",
"성남시","09 오락 및 문화","1991 년","75.323",
"성남시","09 오락 및 문화","1992 년","78.882",
"성남시","09 오락 및 문화","1993 년","83.564",
"성남시","09 오락 및 문화","1994 년","85.208",
"성남시","09 오락 및 문화","1995 년","90",
"성남시","09 오락 및 문화","1996 년","94.209",
"성남시","09 오락 및 문화","1997 년","94.779",
"성남시","09 오락 및 문화","1998 년","97.48",
"성남시","09 오락 및 문화","1999 년","96.144",
"성남시","09 오락 및 문화","2000 년","94.718",
"성남시","09 오락 및 문화","2001 년","94.624",
"성남시","09 오락 및 문화","2002 년","96.045",
"성남시","09 오락 및 문화","2003 년","96.092",
"성남시","09 오락 및 문화","2004 년","95.682",
"성남시","09 오락 및 문화","2005 년","95.627",
"성남시","09 오락 및 문화","2006 년","93.308",
"성남시","09 오락 및 문화","2007 년","91.539",
"성남시","09 오락 및 문화","2008 년","93.284",
"성남시","09 오락 및 문화","2009 년","95.874",
"성남시","09 오락 및 문화","2010 년","96.798",
"성남시","09 오락 및 문화","2011 년","98.121",
"성남시","09 오락 및 문화","2012 년","97.99",
"성남시","09 오락 및 문화","2013 년","99.024",
"성남시","09 오락 및 문화","2014 년","99.591",
"성남시","09 오락 및 문화","2015 년","99.353",
"성남시","09 오락 및 문화","2016 년","100.96",
"성남시","09 오락 및 문화","2017 년","101.009",
"성남시","09 오락 및 문화","2018 년","101.682",
"성남시","09 오락 및 문화","2019 년","101.276",
"성남시","09 오락 및 문화","2020 년","100",
"성남시","09 오락 및 문화","2021 년","100.62",
"성남시","09 오락 및 문화","2022 년","103.16",
"성남시","09 오락 및 문화","2023 년","107.6",
"성남시","10 교육","1990 년","23.088",
"성남시","10 교육","1991 년","26.458",
"성남시","10 교육","1992 년","29.076",
"성남시","10 교육","1993 년","32.44",
"성남시","10 교육","1994 년","35.762",
"성남시","10 교육","1995 년","41.446",
"성남시","10 교육","1996 년","48.707",
"성남시","10 교육","1997 년","53.597",
"성남시","10 교육","1998 년","55.254",
"성남시","10 교육","1999 년","55.578",
"성남시","10 교육","2000 년","57.42",
"성남시","10 교육","2001 년","59.636",
"성남시","10 교육","2002 년","62.292",
"성남시","10 교육","2003 년","66.628",
"성남시","10 교육","2004 년","70.758",
"성남시","10 교육","2005 년","75.181",
"성남시","10 교육","2006 년","78.834",
"성남시","10 교육","2007 년","83.268",
"성남시","10 교육","2008 년","87.842",
"성남시","10 교육","2009 년","89.64",
"성남시","10 교육","2010 년","90.605",
"성남시","10 교육","2011 년","91.45",
"성남시","10 교육","2012 년","93.746",
"성남시","10 교육","2013 년","93.754",
"성남시","10 교육","2014 년","93.971",
"성남시","10 교육","2015 년","95.456",
"성남시","10 교육","2016 년","95.901",
"성남시","10 교육","2017 년","96.963",
"성남시","10 교육","2018 년","99.754",
"성남시","10 교육","2019 년","100.853",
"성남시","10 교육","2020 년","100",
"성남시","10 교육","2021 년","101.11",
"성남시","10 교육","2022 년","102.37",
"성남시","10 교육","2023 년","103.9",
"성남시","11 음식 및 숙박","1990 년","34.059",
"성남시","11 음식 및 숙박","1991 년","39.804",
"성남시","11 음식 및 숙박","1992 년","45.937",
"성남시","11 음식 및 숙박","1993 년","48.637",
"성남시","11 음식 및 숙박","1994 년","50.354",
"성남시","11 음식 및 숙박","1995 년","53.947",
"성남시","11 음식 및 숙박","1996 년","57.673",
"성남시","11 음식 및 숙박","1997 년","59.309",
"성남시","11 음식 및 숙박","1998 년","61.301",
"성남시","11 음식 및 숙박","1999 년","61.044",
"성남시","11 음식 및 숙박","2000 년","61.392",
"성남시","11 음식 및 숙박","2001 년","62.932",
"성남시","11 음식 및 숙박","2002 년","65.781",
"성남시","11 음식 및 숙박","2003 년","68.036",
"성남시","11 음식 및 숙박","2004 년","70.594",
"성남시","11 음식 및 숙박","2005 년","72.614",
"성남시","11 음식 및 숙박","2006 년","73.661",
"성남시","11 음식 및 숙박","2007 년","74.932",
"성남시","11 음식 및 숙박","2008 년","79.313",
"성남시","11 음식 및 숙박","2009 년","82.133",
"성남시","11 음식 및 숙박","2010 년","80.917",
"성남시","11 음식 및 숙박","2011 년","82.927",
"성남시","11 음식 및 숙박","2012 년","83.566",
"성남시","11 음식 및 숙박","2013 년","85.011",
"성남시","11 음식 및 숙박","2014 년","86.535",
"성남시","11 음식 및 숙박","2015 년","88.756",
"성남시","11 음식 및 숙박","2016 년","91.105",
"성남시","11 음식 및 숙박","2017 년","92.952",
"성남시","11 음식 및 숙박","2018 년","96.995",
"성남시","11 음식 및 숙박","2019 년","98.968",
"성남시","11 음식 및 숙박","2020 년","100",
"성남시","11 음식 및 숙박","2021 년","101.94",
"성남시","11 음식 및 숙박","2022 년","109.91",
"성남시","11 음식 및 숙박","2023 년","114.89",
"성남시","12 기타 상품 및 서비스","1990 년","38.722",
"성남시","12 기타 상품 및 서비스","1991 년","39.886",
"성남시","12 기타 상품 및 서비스","1992 년","43.771",
"성남시","12 기타 상품 및 서비스","1993 년","45.332",
"성남시","12 기타 상품 및 서비스","1994 년","46.246",
"성남시","12 기타 상품 및 서비스","1995 년","47.322",
"성남시","12 기타 상품 및 서비스","1996 년","49.492",
"성남시","12 기타 상품 및 서비스","1997 년","51.893",
"성남시","12 기타 상품 및 서비스","1998 년","57.134",
"성남시","12 기타 상품 및 서비스","1999 년","55.47",
"성남시","12 기타 상품 및 서비스","2000 년","56.072",
"성남시","12 기타 상품 및 서비스","2001 년","58.8",
"성남시","12 기타 상품 및 서비스","2002 년","61.486",
"성남시","12 기타 상품 및 서비스","2003 년","63.186",
"성남시","12 기타 상품 및 서비스","2004 년","64.859",
"성남시","12 기타 상품 및 서비스","2005 년","64.738",
"성남시","12 기타 상품 및 서비스","2006 년","68.622",
"성남시","12 기타 상품 및 서비스","2007 년","72.198",
"성남시","12 기타 상품 및 서비스","2008 년","78.86",
"성남시","12 기타 상품 및 서비스","2009 년","84.304",
"성남시","12 기타 상품 및 서비스","2010 년","87.625",
"성남시","12 기타 상품 및 서비스","2011 년","90.866",
"성남시","12 기타 상품 및 서비스","2012 년","86.901",
"성남시","12 기타 상품 및 서비스","2013 년","86.347",
"성남시","12 기타 상품 및 서비스","2014 년","88.866",
"성남시","12 기타 상품 및 서비스","2015 년","90.614",
"성남시","12 기타 상품 및 서비스","2016 년","93.449",
"성남시","12 기타 상품 및 서비스","2017 년","96.311",
"성남시","12 기타 상품 및 서비스","2018 년","96.474",
"성남시","12 기타 상품 및 서비스","2019 년","98.059",
"성남시","12 기타 상품 및 서비스","2020 년","100",
"성남시","12 기타 상품 및 서비스","2021 년","102.36",
"성남시","12 기타 상품 및 서비스","2022 년","108.68",
"성남시","12 기타 상품 및 서비스","2023 년","114.88",
"의정부시","0 총지수","1990 년","37.608",
"의정부시","0 총지수","1991 년","40.824",
"의정부시","0 총지수","1992 년","43.692",
"의정부시","0 총지수","1993 년","45.864",
"의정부시","0 총지수","1994 년","48.767",
"의정부시","0 총지수","1995 년","51.07",
"의정부시","0 총지수","1996 년","54.135",
"의정부시","0 총지수","1997 년","56.399",
"의정부시","0 총지수","1998 년","60.318",
"의정부시","0 총지수","1999 년","60.978",
"의정부시","0 총지수","2000 년","62.374",
"의정부시","0 총지수","2001 년","64.806",
"의정부시","0 총지수","2002 년","66.995",
"의정부시","0 총지수","2003 년","69.308",
"의정부시","0 총지수","2004 년","72.167",
"의정부시","0 총지수","2005 년","73.715",
"의정부시","0 총지수","2006 년","75.282",
"의정부시","0 총지수","2007 년","77.063",
"의정부시","0 총지수","2008 년","80.884",
"의정부시","0 총지수","2009 년","83.477",
"의정부시","0 총지수","2010 년","86.493",
"의정부시","0 총지수","2011 년","89.852",
"의정부시","0 총지수","2012 년","91.503",
"의정부시","0 총지수","2013 년","93.172",
"의정부시","0 총지수","2014 년","94.204",
"의정부시","0 총지수","2015 년","94.536",
"의정부시","0 총지수","2016 년","95.578",
"의정부시","0 총지수","2017 년","97.395",
"의정부시","0 총지수","2018 년","98.98",
"의정부시","0 총지수","2019 년","99.456",
"의정부시","0 총지수","2020 년","100",
"의정부시","0 총지수","2021 년","102.75",
"의정부시","0 총지수","2022 년","108.29",
"의정부시","0 총지수","2023 년","112.15",
"의정부시","01 식료품 및 비주류음료","1990 년","26.858",
"의정부시","01 식료품 및 비주류음료","1991 년","29.365",
"의정부시","01 식료품 및 비주류음료","1992 년","31.09",
"의정부시","01 식료품 및 비주류음료","1993 년","32.48",
"의정부시","01 식료품 및 비주류음료","1994 년","36.059",
"의정부시","01 식료품 및 비주류음료","1995 년","37.597",
"의정부시","01 식료품 및 비주류음료","1996 년","39.721",
"의정부시","01 식료품 및 비주류음료","1997 년","41.513",
"의정부시","01 식료품 및 비주류음료","1998 년","44.072",
"의정부시","01 식료품 및 비주류음료","1999 년","45.56",
"의정부시","01 식료품 및 비주류음료","2000 년","45.519",
"의정부시","01 식료품 및 비주류음료","2001 년","47.417",
"의정부시","01 식료품 및 비주류음료","2002 년","50.629",
"의정부시","01 식료품 및 비주류음료","2003 년","52.643",
"의정부시","01 식료품 및 비주류음료","2004 년","57.753",
"의정부시","01 식료품 및 비주류음료","2005 년","58.823",
"의정부시","01 식료품 및 비주류음료","2006 년","59.063",
"의정부시","01 식료품 및 비주류음료","2007 년","60.597",
"의정부시","01 식료품 및 비주류음료","2008 년","63.759",
"의정부시","01 식료품 및 비주류음료","2009 년","69.381",
"의정부시","01 식료품 및 비주류음료","2010 년","75.674",
"의정부시","01 식료품 및 비주류음료","2011 년","82.674",
"의정부시","01 식료품 및 비주류음료","2012 년","85.076",
"의정부시","01 식료품 및 비주류음료","2013 년","87.744",
"의정부시","01 식료품 및 비주류음료","2014 년","87.603",
"의정부시","01 식료품 및 비주류음료","2015 년","88.798",
"의정부시","01 식료품 및 비주류음료","2016 년","90.728",
"의정부시","01 식료품 및 비주류음료","2017 년","93.417",
"의정부시","01 식료품 및 비주류음료","2018 년","95.479",
"의정부시","01 식료품 및 비주류음료","2019 년","95.418",
"의정부시","01 식료품 및 비주류음료","2020 년","100",
"의정부시","01 식료품 및 비주류음료","2021 년","106.97",
"의정부시","01 식료품 및 비주류음료","2022 년","114.96",
"의정부시","01 식료품 및 비주류음료","2023 년","120.36",
"의정부시","02 주류 및 담배","1990 년","24.693",
"의정부시","02 주류 및 담배","1991 년","25.358",
"의정부시","02 주류 및 담배","1992 년","27.107",
"의정부시","02 주류 및 담배","1993 년","28.823",
"의정부시","02 주류 및 담배","1994 년","31.452",
"의정부시","02 주류 및 담배","1995 년","32.073",
"의정부시","02 주류 및 담배","1996 년","34.777",
"의정부시","02 주류 및 담배","1997 년","37.099",
"의정부시","02 주류 및 담배","1998 년","40.174",
"의정부시","02 주류 및 담배","1999 년","43.696",
"의정부시","02 주류 및 담배","2000 년","45.113",
"의정부시","02 주류 및 담배","2001 년","47.505",
"의정부시","02 주류 및 담배","2002 년","50.839",
"의정부시","02 주류 및 담배","2003 년","52.218",
"의정부시","02 주류 및 담배","2004 년","52.23",
"의정부시","02 주류 및 담배","2005 년","59.928",
"의정부시","02 주류 및 담배","2006 년","59.754",
"의정부시","02 주류 및 담배","2007 년","59.953",
"의정부시","02 주류 및 담배","2008 년","60.397",
"의정부시","02 주류 및 담배","2009 년","61.196",
"의정부시","02 주류 및 담배","2010 년","61.496",
"의정부시","02 주류 및 담배","2011 년","62.029",
"의정부시","02 주류 및 담배","2012 년","63.145",
"의정부시","02 주류 및 담배","2013 년","64.781",
"의정부시","02 주류 및 담배","2014 년","64.872",
"의정부시","02 주류 및 담배","2015 년","95.523",
"의정부시","02 주류 및 담배","2016 년","96.127",
"의정부시","02 주류 및 담배","2017 년","98.103",
"의정부시","02 주류 및 담배","2018 년","98.99",
"의정부시","02 주류 및 담배","2019 년","99.883",
"의정부시","02 주류 및 담배","2020 년","100",
"의정부시","02 주류 및 담배","2021 년","100.38",
"의정부시","02 주류 및 담배","2022 년","102.78",
"의정부시","02 주류 및 담배","2023 년","103.92",
"의정부시","03 의류 및 신발","1990 년","46.64",
"의정부시","03 의류 및 신발","1991 년","49.854",
"의정부시","03 의류 및 신발","1992 년","53.646",
"의정부시","03 의류 및 신발","1993 년","54.369",
"의정부시","03 의류 및 신발","1994 년","55.112",
"의정부시","03 의류 및 신발","1995 년","57.345",
"의정부시","03 의류 및 신발","1996 년","58.053",
"의정부시","03 의류 및 신발","1997 년","58.937",
"의정부시","03 의류 및 신발","1998 년","60.906",
"의정부시","03 의류 및 신발","1999 년","62.359",
"의정부시","03 의류 및 신발","2000 년","63.363",
"의정부시","03 의류 및 신발","2001 년","65.353",
"의정부시","03 의류 및 신발","2002 년","67.344",
"의정부시","03 의류 및 신발","2003 년","69.678",
"의정부시","03 의류 및 신발","2004 년","69.953",
"의정부시","03 의류 및 신발","2005 년","70.328",
"의정부시","03 의류 및 신발","2006 년","71.986",
"의정부시","03 의류 및 신발","2007 년","73.99",
"의정부시","03 의류 및 신발","2008 년","76.147",
"의정부시","03 의류 및 신발","2009 년","80.026",
"의정부시","03 의류 및 신발","2010 년","82.085",
"의정부시","03 의류 및 신발","2011 년","84.917",
"의정부시","03 의류 및 신발","2012 년","89.006",
"의정부시","03 의류 및 신발","2013 년","91.709",
"의정부시","03 의류 및 신발","2014 년","95.321",
"의정부시","03 의류 및 신발","2015 년","96.371",
"의정부시","03 의류 및 신발","2016 년","97.986",
"의정부시","03 의류 및 신발","2017 년","98.865",
"의정부시","03 의류 및 신발","2018 년","100.122",
"의정부시","03 의류 및 신발","2019 년","99.97",
"의정부시","03 의류 및 신발","2020 년","100",
"의정부시","03 의류 및 신발","2021 년","100.52",
"의정부시","03 의류 및 신발","2022 년","103.72",
"의정부시","03 의류 및 신발","2023 년","111.36",
"의정부시","04 주택, 수도, 전기 및 연료","1990 년","38.554",
"의정부시","04 주택, 수도, 전기 및 연료","1991 년","42.985",
"의정부시","04 주택, 수도, 전기 및 연료","1992 년","45.712",
"의정부시","04 주택, 수도, 전기 및 연료","1993 년","48.59",
"의정부시","04 주택, 수도, 전기 및 연료","1994 년","51.186",
"의정부시","04 주택, 수도, 전기 및 연료","1995 년","52.646",
"의정부시","04 주택, 수도, 전기 및 연료","1996 년","55.234",
"의정부시","04 주택, 수도, 전기 및 연료","1997 년","58.033",
"의정부시","04 주택, 수도, 전기 및 연료","1998 년","63.27",
"의정부시","04 주택, 수도, 전기 및 연료","1999 년","61.867",
"의정부시","04 주택, 수도, 전기 및 연료","2000 년","63.504",
"의정부시","04 주택, 수도, 전기 및 연료","2001 년","65.795",
"의정부시","04 주택, 수도, 전기 및 연료","2002 년","68.166",
"의정부시","04 주택, 수도, 전기 및 연료","2003 년","71.123",
"의정부시","04 주택, 수도, 전기 및 연료","2004 년","73.235",
"의정부시","04 주택, 수도, 전기 및 연료","2005 년","73.834",
"의정부시","04 주택, 수도, 전기 및 연료","2006 년","74.966",
"의정부시","04 주택, 수도, 전기 및 연료","2007 년","75.938",
"의정부시","04 주택, 수도, 전기 및 연료","2008 년","80.054",
"의정부시","04 주택, 수도, 전기 및 연료","2009 년","82.65",
"의정부시","04 주택, 수도, 전기 및 연료","2010 년","84.833",
"의정부시","04 주택, 수도, 전기 및 연료","2011 년","87.668",
"의정부시","04 주택, 수도, 전기 및 연료","2012 년","91.395",
"의정부시","04 주택, 수도, 전기 및 연료","2013 년","95.103",
"의정부시","04 주택, 수도, 전기 및 연료","2014 년","97.443",
"의정부시","04 주택, 수도, 전기 및 연료","2015 년","96.538",
"의정부시","04 주택, 수도, 전기 및 연료","2016 년","96.283",
"의정부시","04 주택, 수도, 전기 및 연료","2017 년","97.825",
"의정부시","04 주택, 수도, 전기 및 연료","2018 년","98.809",
"의정부시","04 주택, 수도, 전기 및 연료","2019 년","99.505",
"의정부시","04 주택, 수도, 전기 및 연료","2020 년","100",
"의정부시","04 주택, 수도, 전기 및 연료","2021 년","101.42",
"의정부시","04 주택, 수도, 전기 및 연료","2022 년","106.7",
"의정부시","04 주택, 수도, 전기 및 연료","2023 년","112.51",
"의정부시","05 가정용품 및 가사 서비스","1990 년","61.034",
"의정부시","05 가정용품 및 가사 서비스","1991 년","62.708",
"의정부시","05 가정용품 및 가사 서비스","1992 년","65.241",
"의정부시","05 가정용품 및 가사 서비스","1993 년","67.926",
"의정부시","05 가정용품 및 가사 서비스","1994 년","69.63",
"의정부시","05 가정용품 및 가사 서비스","1995 년","72.388",
"의정부시","05 가정용품 및 가사 서비스","1996 년","73.172",
"의정부시","05 가정용품 및 가사 서비스","1997 년","73.57",
"의정부시","05 가정용품 및 가사 서비스","1998 년","76.29",
"의정부시","05 가정용품 및 가사 서비스","1999 년","74.415",
"의정부시","05 가정용품 및 가사 서비스","2000 년","72.786",
"의정부시","05 가정용품 및 가사 서비스","2001 년","74.224",
"의정부시","05 가정용품 및 가사 서비스","2002 년","75.188",
"의정부시","05 가정용품 및 가사 서비스","2003 년","75.48",
"의정부시","05 가정용품 및 가사 서비스","2004 년","75.049",
"의정부시","05 가정용품 및 가사 서비스","2005 년","75.001",
"의정부시","05 가정용품 및 가사 서비스","2006 년","75.288",
"의정부시","05 가정용품 및 가사 서비스","2007 년","76.375",
"의정부시","05 가정용품 및 가사 서비스","2008 년","79.294",
"의정부시","05 가정용품 및 가사 서비스","2009 년","83.369",
"의정부시","05 가정용품 및 가사 서비스","2010 년","83.369",
"의정부시","05 가정용품 및 가사 서비스","2011 년","87.044",
"의정부시","05 가정용품 및 가사 서비스","2012 년","88.85",
"의정부시","05 가정용품 및 가사 서비스","2013 년","88.966",
"의정부시","05 가정용품 및 가사 서비스","2014 년","92.116",
"의정부시","05 가정용품 및 가사 서비스","2015 년","94.065",
"의정부시","05 가정용품 및 가사 서비스","2016 년","95.126",
"의정부시","05 가정용품 및 가사 서비스","2017 년","95.786",
"의정부시","05 가정용품 및 가사 서비스","2018 년","97.818",
"의정부시","05 가정용품 및 가사 서비스","2019 년","99.744",
"의정부시","05 가정용품 및 가사 서비스","2020 년","100",
"의정부시","05 가정용품 및 가사 서비스","2021 년","101.76",
"의정부시","05 가정용품 및 가사 서비스","2022 년","106.43",
"의정부시","05 가정용품 및 가사 서비스","2023 년","112.45",
"의정부시","06 보건","1990 년","43.971",
"의정부시","06 보건","1991 년","46.455",
"의정부시","06 보건","1992 년","48.581",
"의정부시","06 보건","1993 년","50.424",
"의정부시","06 보건","1994 년","53.377",
"의정부시","06 보건","1995 년","56.139",
"의정부시","06 보건","1996 년","58.379",
"의정부시","06 보건","1997 년","60.288",
"의정부시","06 보건","1998 년","63.225",
"의정부시","06 보건","1999 년","63.543",
"의정부시","06 보건","2000 년","69.205",
"의정부시","06 보건","2001 년","77.526",
"의정부시","06 보건","2002 년","77.549",
"의정부시","06 보건","2003 년","79.526",
"의정부시","06 보건","2004 년","81.239",
"의정부시","06 보건","2005 년","83.436",
"의정부시","06 보건","2006 년","84.84",
"의정부시","06 보건","2007 년","86.878",
"의정부시","06 보건","2008 년","88.192",
"의정부시","06 보건","2009 년","90.354",
"의정부시","06 보건","2010 년","92.038",
"의정부시","06 보건","2011 년","93.173",
"의정부시","06 보건","2012 년","94.004",
"의정부시","06 보건","2013 년","94.109",
"의정부시","06 보건","2014 년","94.548",
"의정부시","06 보건","2015 년","96.12",
"의정부시","06 보건","2016 년","97.125",
"의정부시","06 보건","2017 년","97.992",
"의정부시","06 보건","2018 년","98.183",
"의정부시","06 보건","2019 년","98.608",
"의정부시","06 보건","2020 년","100",
"의정부시","06 보건","2021 년","99.87",
"의정부시","06 보건","2022 년","100.86",
"의정부시","06 보건","2023 년","102.6",
"의정부시","07 교통","1990 년","31.606",
"의정부시","07 교통","1991 년","34.6",
"의정부시","07 교통","1992 년","37.972",
"의정부시","07 교통","1993 년","40.851",
"의정부시","07 교통","1994 년","43.912",
"의정부시","07 교통","1995 년","45.891",
"의정부시","07 교통","1996 년","49.107",
"의정부시","07 교통","1997 년","53.952",
"의정부시","07 교통","1998 년","64.037",
"의정부시","07 교통","1999 년","65.33",
"의정부시","07 교통","2000 년","67.938",
"의정부시","07 교통","2001 년","70.82",
"의정부시","07 교통","2002 년","71.618",
"의정부시","07 교통","2003 년","75.271",
"의정부시","07 교통","2004 년","78.572",
"의정부시","07 교통","2005 년","82.627",
"의정부시","07 교통","2006 년","86.393",
"의정부시","07 교통","2007 년","89.278",
"의정부시","07 교통","2008 년","97.699",
"의정부시","07 교통","2009 년","93.898",
"의정부시","07 교통","2010 년","99.377",
"의정부시","07 교통","2011 년","106.574",
"의정부시","07 교통","2012 년","110.639",
"의정부시","07 교통","2013 년","109.569",
"의정부시","07 교통","2014 년","107.324",
"의정부시","07 교통","2015 년","98.925",
"의정부시","07 교통","2016 년","97.049",
"의정부시","07 교통","2017 년","100.443",
"의정부시","07 교통","2018 년","102.806",
"의정부시","07 교통","2019 년","100.988",
"의정부시","07 교통","2020 년","100",
"의정부시","07 교통","2021 년","106.62",
"의정부시","07 교통","2022 년","116.39",
"의정부시","07 교통","2023 년","111.75",
"의정부시","08 통신","1990 년","157.174",
"의정부시","08 통신","1991 년","156.86",
"의정부시","08 통신","1992 년","157.856",
"의정부시","08 통신","1993 년","156.859",
"의정부시","08 통신","1994 년","153.007",
"의정부시","08 통신","1995 년","149.915",
"의정부시","08 통신","1996 년","148.515",
"의정부시","08 통신","1997 년","144.793",
"의정부시","08 통신","1998 년","144.33",
"의정부시","08 통신","1999 년","143.219",
"의정부시","08 통신","2000 년","138.411",
"의정부시","08 통신","2001 년","133.981",
"의정부시","08 통신","2002 년","128.525",
"의정부시","08 통신","2003 년","121.72",
"의정부시","08 통신","2004 년","119.655",
"의정부시","08 통신","2005 년","117.414",
"의정부시","08 통신","2006 년","115.653",
"의정부시","08 통신","2007 년","113.109",
"의정부시","08 통신","2008 년","111.388",
"의정부시","08 통신","2009 년","111.26",
"의정부시","08 통신","2010 년","110.107",
"의정부시","08 통신","2011 년","108.362",
"의정부시","08 통신","2012 년","105.49",
"의정부시","08 통신","2013 년","105.323",
"의정부시","08 통신","2014 년","105.22",
"의정부시","08 통신","2015 년","104.983",
"의정부시","08 통신","2016 년","105.066",
"의정부시","08 통신","2017 년","105.351",
"의정부시","08 통신","2018 년","104.461",
"의정부시","08 통신","2019 년","102.093",
"의정부시","08 통신","2020 년","100",
"의정부시","08 통신","2021 년","99.16",
"의정부시","08 통신","2022 년","100.06",
