"도시별","지출목적별","시점","소비자물가지수[기준년도 2020년]",
"부천시","11 음식 및 숙박","2011 년","85.516",
"부천시","11 음식 및 숙박","2012 년","85.523",
"부천시","11 음식 및 숙박","2013 년","86.906",
"부천시","11 음식 및 숙박","2014 년","88.922",
"부천시","11 음식 및 숙박","2015 년","90.783",
"부천시","11 음식 및 숙박","2016 년","93.272",
"부천시","11 음식 및 숙박","2017 년","95.618",
"부천시","11 음식 및 숙박","2018 년","98.234",
"부천시","11 음식 및 숙박","2019 년","99.792",
"부천시","11 음식 및 숙박","2020 년","100",
"부천시","11 음식 및 숙박","2021 년","102.65",
"부천시","11 음식 및 숙박","2022 년","111.8",
"부천시","11 음식 및 숙박","2023 년","119.33",
"부천시","12 기타 상품 및 서비스","1990 년","39.605",
"부천시","12 기타 상품 및 서비스","1991 년","41.634",
"부천시","12 기타 상품 및 서비스","1992 년","43.218",
"부천시","12 기타 상품 및 서비스","1993 년","45.013",
"부천시","12 기타 상품 및 서비스","1994 년","47.194",
"부천시","12 기타 상품 및 서비스","1995 년","48.594",
"부천시","12 기타 상품 및 서비스","1996 년","50.251",
"부천시","12 기타 상품 및 서비스","1997 년","52.842",
"부천시","12 기타 상품 및 서비스","1998 년","58.616",
"부천시","12 기타 상품 및 서비스","1999 년","58.231",
"부천시","12 기타 상품 및 서비스","2000 년","58.816",
"부천시","12 기타 상품 및 서비스","2001 년","61.124",
"부천시","12 기타 상품 및 서비스","2002 년","62.369",
"부천시","12 기타 상품 및 서비스","2003 년","62.55",
"부천시","12 기타 상품 및 서비스","2004 년","63.309",
"부천시","12 기타 상품 및 서비스","2005 년","63.888",
"부천시","12 기타 상품 및 서비스","2006 년","68.072",
"부천시","12 기타 상품 및 서비스","2007 년","72.443",
"부천시","12 기타 상품 및 서비스","2008 년","80.392",
"부천시","12 기타 상품 및 서비스","2009 년","85.535",
"부천시","12 기타 상품 및 서비스","2010 년","88.011",
"부천시","12 기타 상품 및 서비스","2011 년","90.644",
"부천시","12 기타 상품 및 서비스","2012 년","87.204",
"부천시","12 기타 상품 및 서비스","2013 년","86.584",
"부천시","12 기타 상품 및 서비스","2014 년","88.252",
"부천시","12 기타 상품 및 서비스","2015 년","90.893",
"부천시","12 기타 상품 및 서비스","2016 년","93.696",
"부천시","12 기타 상품 및 서비스","2017 년","95.977",
"부천시","12 기타 상품 및 서비스","2018 년","96.411",
"부천시","12 기타 상품 및 서비스","2019 년","98.053",
"부천시","12 기타 상품 및 서비스","2020 년","100",
"부천시","12 기타 상품 및 서비스","2021 년","102.33",
"부천시","12 기타 상품 및 서비스","2022 년","108.66",
"부천시","12 기타 상품 및 서비스","2023 년","115.83",
"고양시","0 총지수","1995 년","51.768",
"고양시","0 총지수","1996 년","54.594",
"고양시","0 총지수","1997 년","57.057",
"고양시","0 총지수","1998 년","60.879",
"고양시","0 총지수","1999 년","61.586",
"고양시","0 총지수","2000 년","63.315",
"고양시","0 총지수","2001 년","65.975",
"고양시","0 총지수","2002 년","67.99",
"고양시","0 총지수","2003 년","70.238",
"고양시","0 총지수","2004 년","72.713",
"고양시","0 총지수","2005 년","74.701",
"고양시","0 총지수","2006 년","76.332",
"고양시","0 총지수","2007 년","78.2",
"고양시","0 총지수","2008 년","82.06",
"고양시","0 총지수","2009 년","84.475",
"고양시","0 총지수","2010 년","86.892",
"고양시","0 총지수","2011 년","90.165",
"고양시","0 총지수","2012 년","91.765",
"고양시","0 총지수","2013 년","92.751",
"고양시","0 총지수","2014 년","93.812",
"고양시","0 총지수","2015 년","94.586",
"고양시","0 총지수","2016 년","95.577",
"고양시","0 총지수","2017 년","97.798",
"고양시","0 총지수","2018 년","99.169",
"고양시","0 총지수","2019 년","99.274",
"고양시","0 총지수","2020 년","100",
"고양시","0 총지수","2021 년","102.58",
"고양시","0 총지수","2022 년","107.6",
"고양시","0 총지수","2023 년","111.41",
"고양시","01 식료품 및 비주류음료","1995 년","38.644",
"고양시","01 식료품 및 비주류음료","1996 년","40.618",
"고양시","01 식료품 및 비주류음료","1997 년","42.14",
"고양시","01 식료품 및 비주류음료","1998 년","44.897",
"고양시","01 식료품 및 비주류음료","1999 년","46.977",
"고양시","01 식료품 및 비주류음료","2000 년","47.041",
"고양시","01 식료품 및 비주류음료","2001 년","49.561",
"고양시","01 식료품 및 비주류음료","2002 년","53.196",
"고양시","01 식료품 및 비주류음료","2003 년","56.262",
"고양시","01 식료품 및 비주류음료","2004 년","60.394",
"고양시","01 식료품 및 비주류음료","2005 년","62.679",
"고양시","01 식료품 및 비주류음료","2006 년","63.572",
"고양시","01 식료품 및 비주류음료","2007 년","64.549",
"고양시","01 식료품 및 비주류음료","2008 년","67.563",
"고양시","01 식료품 및 비주류음료","2009 년","73.643",
"고양시","01 식료품 및 비주류음료","2010 년","77.93",
"고양시","01 식료품 및 비주류음료","2011 년","84.496",
"고양시","01 식료품 및 비주류음료","2012 년","86.691",
"고양시","01 식료품 및 비주류음료","2013 년","87.113",
"고양시","01 식료품 및 비주류음료","2014 년","87.857",
"고양시","01 식료품 및 비주류음료","2015 년","88.837",
"고양시","01 식료품 및 비주류음료","2016 년","91.32",
"고양시","01 식료품 및 비주류음료","2017 년","95.304",
"고양시","01 식료품 및 비주류음료","2018 년","97.333",
"고양시","01 식료품 및 비주류음료","2019 년","95.07",
"고양시","01 식료품 및 비주류음료","2020 년","100",
"고양시","01 식료품 및 비주류음료","2021 년","106.36",
"고양시","01 식료품 및 비주류음료","2022 년","111.99",
"고양시","01 식료품 및 비주류음료","2023 년","117.63",
"고양시","02 주류 및 담배","1995 년","33.518",
"고양시","02 주류 및 담배","1996 년","36.691",
"고양시","02 주류 및 담배","1997 년","39.428",
"고양시","02 주류 및 담배","1998 년","41.342",
"고양시","02 주류 및 담배","1999 년","44.559",
"고양시","02 주류 및 담배","2000 년","45.167",
"고양시","02 주류 및 담배","2001 년","47.489",
"고양시","02 주류 및 담배","2002 년","51.015",
"고양시","02 주류 및 담배","2003 년","52.34",
"고양시","02 주류 및 담배","2004 년","53.322",
"고양시","02 주류 및 담배","2005 년","61.177",
"고양시","02 주류 및 담배","2006 년","60.841",
"고양시","02 주류 및 담배","2007 년","60.984",
"고양시","02 주류 및 담배","2008 년","61.407",
"고양시","02 주류 및 담배","2009 년","62.217",
"고양시","02 주류 및 담배","2010 년","62.589",
"고양시","02 주류 및 담배","2011 년","62.855",
"고양시","02 주류 및 담배","2012 년","63.899",
"고양시","02 주류 및 담배","2013 년","65.229",
"고양시","02 주류 및 담배","2014 년","65.262",
"고양시","02 주류 및 담배","2015 년","96.379",
"고양시","02 주류 및 담배","2016 년","97.039",
"고양시","02 주류 및 담배","2017 년","98.911",
"고양시","02 주류 및 담배","2018 년","99.258",
"고양시","02 주류 및 담배","2019 년","99.859",
"고양시","02 주류 및 담배","2020 년","100",
"고양시","02 주류 및 담배","2021 년","100.29",
"고양시","02 주류 및 담배","2022 년","102.57",
"고양시","02 주류 및 담배","2023 년","103.87",
"고양시","03 의류 및 신발","1995 년","57.495",
"고양시","03 의류 및 신발","1996 년","58.119",
"고양시","03 의류 및 신발","1997 년","58.919",
"고양시","03 의류 및 신발","1998 년","61.219",
"고양시","03 의류 및 신발","1999 년","62.599",
"고양시","03 의류 및 신발","2000 년","63.045",
"고양시","03 의류 및 신발","2001 년","65.178",
"고양시","03 의류 및 신발","2002 년","67.395",
"고양시","03 의류 및 신발","2003 년","69.753",
"고양시","03 의류 및 신발","2004 년","69.48",
"고양시","03 의류 및 신발","2005 년","70.33",
"고양시","03 의류 및 신발","2006 년","72.305",
"고양시","03 의류 및 신발","2007 년","74.286",
"고양시","03 의류 및 신발","2008 년","76.191",
"고양시","03 의류 및 신발","2009 년","79.919",
"고양시","03 의류 및 신발","2010 년","81.789",
"고양시","03 의류 및 신발","2011 년","84.591",
"고양시","03 의류 및 신발","2012 년","88.817",
"고양시","03 의류 및 신발","2013 년","91.308",
"고양시","03 의류 및 신발","2014 년","94.949",
"고양시","03 의류 및 신발","2015 년","96.082",
"고양시","03 의류 및 신발","2016 년","97.962",
"고양시","03 의류 및 신발","2017 년","99.093",
"고양시","03 의류 및 신발","2018 년","99.837",
"고양시","03 의류 및 신발","2019 년","99.191",
"고양시","03 의류 및 신발","2020 년","100",
"고양시","03 의류 및 신발","2021 년","100.43",
"고양시","03 의류 및 신발","2022 년","103.63",
"고양시","03 의류 및 신발","2023 년","110.68",
"고양시","04 주택, 수도, 전기 및 연료","1995 년","46.937",
"고양시","04 주택, 수도, 전기 및 연료","1996 년","49.557",
"고양시","04 주택, 수도, 전기 및 연료","1997 년","52.249",
"고양시","04 주택, 수도, 전기 및 연료","1998 년","57.208",
"고양시","04 주택, 수도, 전기 및 연료","1999 년","56.313",
"고양시","04 주택, 수도, 전기 및 연료","2000 년","60.985",
"고양시","04 주택, 수도, 전기 및 연료","2001 년","64.538",
"고양시","04 주택, 수도, 전기 및 연료","2002 년","66.246",
"고양시","04 주택, 수도, 전기 및 연료","2003 년","68.34",
"고양시","04 주택, 수도, 전기 및 연료","2004 년","70.134",
"고양시","04 주택, 수도, 전기 및 연료","2005 년","70.816",
"고양시","04 주택, 수도, 전기 및 연료","2006 년","72.421",
"고양시","04 주택, 수도, 전기 및 연료","2007 년","74.245",
"고양시","04 주택, 수도, 전기 및 연료","2008 년","77.98",
"고양시","04 주택, 수도, 전기 및 연료","2009 년","79.78",
"고양시","04 주택, 수도, 전기 및 연료","2010 년","81.538",
"고양시","04 주택, 수도, 전기 및 연료","2011 년","84.501",
"고양시","04 주택, 수도, 전기 및 연료","2012 년","87.505",
"고양시","04 주택, 수도, 전기 및 연료","2013 년","89.901",
"고양시","04 주택, 수도, 전기 및 연료","2014 년","92.623",
"고양시","04 주택, 수도, 전기 및 연료","2015 년","93.777",
"고양시","04 주택, 수도, 전기 및 연료","2016 년","93.794",
"고양시","04 주택, 수도, 전기 및 연료","2017 년","96.473",
"고양시","04 주택, 수도, 전기 및 연료","2018 년","97.66",
"고양시","04 주택, 수도, 전기 및 연료","2019 년","98.988",
"고양시","04 주택, 수도, 전기 및 연료","2020 년","100",
"고양시","04 주택, 수도, 전기 및 연료","2021 년","101.53",
"고양시","04 주택, 수도, 전기 및 연료","2022 년","107.44",
"고양시","04 주택, 수도, 전기 및 연료","2023 년","113.3",
"고양시","05 가정용품 및 가사 서비스","1995 년","69.571",
"고양시","05 가정용품 및 가사 서비스","1996 년","70.278",
"고양시","05 가정용품 및 가사 서비스","1997 년","70.145",
"고양시","05 가정용품 및 가사 서비스","1998 년","74.065",
"고양시","05 가정용품 및 가사 서비스","1999 년","71.804",
"고양시","05 가정용품 및 가사 서비스","2000 년","70.163",
"고양시","05 가정용품 및 가사 서비스","2001 년","72.367",
"고양시","05 가정용품 및 가사 서비스","2002 년","73.46",
"고양시","05 가정용품 및 가사 서비스","2003 년","74.829",
"고양시","05 가정용품 및 가사 서비스","2004 년","75.133",
"고양시","05 가정용품 및 가사 서비스","2005 년","75.379",
"고양시","05 가정용품 및 가사 서비스","2006 년","75.568",
"고양시","05 가정용품 및 가사 서비스","2007 년","77.238",
"고양시","05 가정용품 및 가사 서비스","2008 년","80.887",
"고양시","05 가정용품 및 가사 서비스","2009 년","84.832",
"고양시","05 가정용품 및 가사 서비스","2010 년","84.674",
"고양시","05 가정용품 및 가사 서비스","2011 년","88.273",
"고양시","05 가정용품 및 가사 서비스","2012 년","90.059",
"고양시","05 가정용품 및 가사 서비스","2013 년","90.148",
"고양시","05 가정용품 및 가사 서비스","2014 년","91.357",
"고양시","05 가정용품 및 가사 서비스","2015 년","93.833",
"고양시","05 가정용품 및 가사 서비스","2016 년","95.155",
"고양시","05 가정용품 및 가사 서비스","2017 년","96.312",
"고양시","05 가정용품 및 가사 서비스","2018 년","98.173",
"고양시","05 가정용품 및 가사 서비스","2019 년","99.8",
"고양시","05 가정용품 및 가사 서비스","2020 년","100",
"고양시","05 가정용품 및 가사 서비스","2021 년","102.24",
"고양시","05 가정용품 및 가사 서비스","2022 년","106.9",
"고양시","05 가정용품 및 가사 서비스","2023 년","112.89",
"고양시","06 보건","1995 년","57.857",
"고양시","06 보건","1996 년","60.596",
"고양시","06 보건","1997 년","62.133",
"고양시","06 보건","1998 년","65.035",
"고양시","06 보건","1999 년","65.185",
"고양시","06 보건","2000 년","69.828",
"고양시","06 보건","2001 년","78.236",
"고양시","06 보건","2002 년","77.706",
"고양시","06 보건","2003 년","79.358",
"고양시","06 보건","2004 년","80.953",
"고양시","06 보건","2005 년","83.153",
"고양시","06 보건","2006 년","84.802",
"고양시","06 보건","2007 년","86.375",
"고양시","06 보건","2008 년","88.413",
"고양시","06 보건","2009 년","90.554",
"고양시","06 보건","2010 년","92.625",
"고양시","06 보건","2011 년","93.991",
"고양시","06 보건","2012 년","94.818",
"고양시","06 보건","2013 년","94.981",
"고양시","06 보건","2014 년","95.215",
"고양시","06 보건","2015 년","96.461",
"고양시","06 보건","2016 년","96.871",
"고양시","06 보건","2017 년","97.808",
"고양시","06 보건","2018 년","97.966",
"고양시","06 보건","2019 년","98.543",
"고양시","06 보건","2020 년","100",
"고양시","06 보건","2021 년","100.34",
"고양시","06 보건","2022 년","101.35",
"고양시","06 보건","2023 년","102.74",
"고양시","07 교통","1995 년","48.558",
"고양시","07 교통","1996 년","51.811",
"고양시","07 교통","1997 년","56.647",
"고양시","07 교통","1998 년","65.745",
"고양시","07 교통","1999 년","66.845",
"고양시","07 교통","2000 년","70.326",
"고양시","07 교통","2001 년","73.478",
"고양시","07 교통","2002 년","73.994",
"고양시","07 교통","2003 년","77.03",
"고양시","07 교통","2004 년","79.925",
"고양시","07 교통","2005 년","84.423",
"고양시","07 교통","2006 년","87.989",
"고양시","07 교통","2007 년","91.056",
"고양시","07 교통","2008 년","99.046",
"고양시","07 교통","2009 년","94.84",
"고양시","07 교통","2010 년","100.038",
"고양시","07 교통","2011 년","107.015",
"고양시","07 교통","2012 년","111.518",
"고양시","07 교통","2013 년","110.53",
"고양시","07 교통","2014 년","108.368",
"고양시","07 교통","2015 년","99.582",
"고양시","07 교통","2016 년","97.325",
"고양시","07 교통","2017 년","100.521",
"고양시","07 교통","2018 년","103.494",
"고양시","07 교통","2019 년","101.319",
"고양시","07 교통","2020 년","100",
"고양시","07 교통","2021 년","106.61",
"고양시","07 교통","2022 년","116.56",
"고양시","07 교통","2023 년","112.08",
"고양시","08 통신","1995 년","148.778",
"고양시","08 통신","1996 년","148.107",
"고양시","08 통신","1997 년","144.463",
"고양시","08 통신","1998 년","144.004",
"고양시","08 통신","1999 년","142.653",
"고양시","08 통신","2000 년","138.486",
"고양시","08 통신","2001 년","133.94",
"고양시","08 통신","2002 년","128.078",
"고양시","08 통신","2003 년","121.501",
"고양시","08 통신","2004 년","119.54",
"고양시","08 통신","2005 년","117.323",
"고양시","08 통신","2006 년","115.573",
"고양시","08 통신","2007 년","113.011",
"고양시","08 통신","2008 년","111.359",
"고양시","08 통신","2009 년","111.183",
"고양시","08 통신","2010 년","110.163",
"고양시","08 통신","2011 년","108.374",
"고양시","08 통신","2012 년","105.483",
"고양시","08 통신","2013 년","105.316",
"고양시","08 통신","2014 년","105.213",
"고양시","08 통신","2015 년","104.983",
"고양시","08 통신","2016 년","105.066",
"고양시","08 통신","2017 년","105.351",
"고양시","08 통신","2018 년","104.461",
"고양시","08 통신","2019 년","102.093",
"고양시","08 통신","2020 년","100",
"고양시","08 통신","2021 년","99.16",
"고양시","08 통신","2022 년","100.06",
"고양시","08 통신","2023 년","101.14",
"고양시","09 오락 및 문화","1995 년","91.997",
"고양시","09 오락 및 문화","1996 년","94.65",
"고양시","09 오락 및 문화","1997 년","96.451",
"고양시","09 오락 및 문화","1998 년","98.413",
"고양시","09 오락 및 문화","1999 년","97.9",
"고양시","09 오락 및 문화","2000 년","97.9",
"고양시","09 오락 및 문화","2001 년","96.325",
"고양시","09 오락 및 문화","2002 년","96.464",
"고양시","09 오락 및 문화","2003 년","96.872",
"고양시","09 오락 및 문화","2004 년","96.684",
"고양시","09 오락 및 문화","2005 년","96.758",
"고양시","09 오락 및 문화","2006 년","94.379",
"고양시","09 오락 및 문화","2007 년","92.686",
"고양시","09 오락 및 문화","2008 년","93.952",
"고양시","09 오락 및 문화","2009 년","96.54",
"고양시","09 오락 및 문화","2010 년","97.661",
"고양시","09 오락 및 문화","2011 년","99.02",
"고양시","09 오락 및 문화","2012 년","98.563",
"고양시","09 오락 및 문화","2013 년","99.505",
"고양시","09 오락 및 문화","2014 년","100.105",
"고양시","09 오락 및 문화","2015 년","99.612",
"고양시","09 오락 및 문화","2016 년","101.199",
"고양시","09 오락 및 문화","2017 년","101.248",
"고양시","09 오락 및 문화","2018 년","101.325",
"고양시","09 오락 및 문화","2019 년","100.987",
"고양시","09 오락 및 문화","2020 년","100",
"고양시","09 오락 및 문화","2021 년","100.52",
"고양시","09 오락 및 문화","2022 년","103.29",
"고양시","09 오락 및 문화","2023 년","106.6",
"고양시","10 교육","1995 년","40.065",
"고양시","10 교육","1996 년","45.257",
"고양시","10 교육","1997 년","50.012",
"고양시","10 교육","1998 년","51.367",
"고양시","10 교육","1999 년","52.813",
"고양시","10 교육","2000 년","55.475",
"고양시","10 교육","2001 년","57.749",
"고양시","10 교육","2002 년","61.031",
"고양시","10 교육","2003 년","64.11",
"고양시","10 교육","2004 년","67.678",
"고양시","10 교육","2005 년","70.314",
"고양시","10 교육","2006 년","74.111",
"고양시","10 교육","2007 년","78.465",
"고양시","10 교육","2008 년","84.453",
"고양시","10 교육","2009 년","86.563",
"고양시","10 교육","2010 년","89.005",
"고양시","10 교육","2011 년","90.421",
"고양시","10 교육","2012 년","91.238",
"고양시","10 교육","2013 년","93.262",
"고양시","10 교육","2014 년","94.217",
"고양시","10 교육","2015 년","95.711",
"고양시","10 교육","2016 년","97.615",
"고양시","10 교육","2017 년","99.604",
"고양시","10 교육","2018 년","101.344",
"고양시","10 교육","2019 년","101.792",
"고양시","10 교육","2020 년","100",
"고양시","10 교육","2021 년","101.12",
"고양시","10 교육","2022 년","102.59",
"고양시","10 교육","2023 년","105.13",
"고양시","11 음식 및 숙박","1995 년","55.326",
"고양시","11 음식 및 숙박","1996 년","58.674",
"고양시","11 음식 및 숙박","1997 년","60.149",
"고양시","11 음식 및 숙박","1998 년","62.573",
"고양시","11 음식 및 숙박","1999 년","63.261",
"고양시","11 음식 및 숙박","2000 년","62.706",
"고양시","11 음식 및 숙박","2001 년","64.118",
"고양시","11 음식 및 숙박","2002 년","66.6",
"고양시","11 음식 및 숙박","2003 년","68.951",
"고양시","11 음식 및 숙박","2004 년","72.468",
"고양시","11 음식 및 숙박","2005 년","74.2",
"고양시","11 음식 및 숙박","2006 년","75.133",
"고양시","11 음식 및 숙박","2007 년","76.623",
"고양시","11 음식 및 숙박","2008 년","79.041",
"고양시","11 음식 및 숙박","2009 년","81.538",
"고양시","11 음식 및 숙박","2010 년","82.874",
"고양시","11 음식 및 숙박","2011 년","86.03",
"고양시","11 음식 및 숙박","2012 년","87.3",
"고양시","11 음식 및 숙박","2013 년","88.447",
"고양시","11 음식 및 숙박","2014 년","89.201",
"고양시","11 음식 및 숙박","2015 년","91.162",
"고양시","11 음식 및 숙박","2016 년","92.691",
"고양시","11 음식 및 숙박","2017 년","94.835",
"고양시","11 음식 및 숙박","2018 년","97.009",
"고양시","11 음식 및 숙박","2019 년","99.423",
"고양시","11 음식 및 숙박","2020 년","100",
"고양시","11 음식 및 숙박","2021 년","102.41",
"고양시","11 음식 및 숙박","2022 년","109.52",
"고양시","11 음식 및 숙박","2023 년","115.99",
"고양시","12 기타 상품 및 서비스","1995 년","49.044",
"고양시","12 기타 상품 및 서비스","1996 년","51.884",
"고양시","12 기타 상품 및 서비스","1997 년","54.039",
"고양시","12 기타 상품 및 서비스","1998 년","58.645",
"고양시","12 기타 상품 및 서비스","1999 년","57.022",
"고양시","12 기타 상품 및 서비스","2000 년","57.583",
"고양시","12 기타 상품 및 서비스","2001 년","60.188",
"고양시","12 기타 상품 및 서비스","2002 년","61.666",
"고양시","12 기타 상품 및 서비스","2003 년","62.952",
"고양시","12 기타 상품 및 서비스","2004 년","64.814",
"고양시","12 기타 상품 및 서비스","2005 년","66.028",
"고양시","12 기타 상품 및 서비스","2006 년","69.071",
"고양시","12 기타 상품 및 서비스","2007 년","72.906",
"고양시","12 기타 상품 및 서비스","2008 년","80.317",
"고양시","12 기타 상품 및 서비스","2009 년","85.604",
"고양시","12 기타 상품 및 서비스","2010 년","88.342",
"고양시","12 기타 상품 및 서비스","2011 년","91.582",
"고양시","12 기타 상품 및 서비스","2012 년","87.312",
"고양시","12 기타 상품 및 서비스","2013 년","86.334",
"고양시","12 기타 상품 및 서비스","2014 년","88.251",
"고양시","12 기타 상품 및 서비스","2015 년","90.298",
"고양시","12 기타 상품 및 서비스","2016 년","94.104",
"고양시","12 기타 상품 및 서비스","2017 년","96.381",
"고양시","12 기타 상품 및 서비스","2018 년","96.338",
"고양시","12 기타 상품 및 서비스","2019 년","97.927",
"고양시","12 기타 상품 및 서비스","2020 년","100",
"고양시","12 기타 상품 및 서비스","2021 년","102.13",
"고양시","12 기타 상품 및 서비스","2022 년","108.43",
"고양시","12 기타 상품 및 서비스","2023 년","115.04",
"안산시","0 총지수","2005 년","73.968",
"안산시","0 총지수","2006 년","76.026",
"안산시","0 총지수","2007 년","77.999",
"안산시","0 총지수","2008 년","81.728",
"안산시","0 총지수","2009 년","84.045",
"안산시","0 총지수","2010 년","86.343",
"안산시","0 총지수","2011 년","89.862",
"안산시","0 총지수","2012 년","91.804",
"안산시","0 총지수","2013 년","92.875",
"안산시","0 총지수","2014 년","94.19",
"안산시","0 총지수","2015 년","94.962",
"안산시","0 총지수","2016 년","96.003",
"안산시","0 총지수","2017 년","97.726",
"안산시","0 총지수","2018 년","99.081",
"안산시","0 총지수","2019 년","99.673",
"안산시","0 총지수","2020 년","100",
"안산시","0 총지수","2021 년","102.54",
"안산시","0 총지수","2022 년","107.61",
"안산시","0 총지수","2023 년","111.64",
"안산시","01 식료품 및 비주류음료","2005 년","60.854",
"안산시","01 식료품 및 비주류음료","2006 년","62.522",
"안산시","01 식료품 및 비주류음료","2007 년","63.557",
"안산시","01 식료품 및 비주류음료","2008 년","66.523",
"안산시","01 식료품 및 비주류음료","2009 년","71.132",
"안산시","01 식료품 및 비주류음료","2010 년","75.212",
"안산시","01 식료품 및 비주류음료","2011 년","83.041",
"안산시","01 식료품 및 비주류음료","2012 년","85.172",
"안산시","01 식료품 및 비주류음료","2013 년","86.552",
"안산시","01 식료품 및 비주류음료","2014 년","86.823",
"안산시","01 식료품 및 비주류음료","2015 년","88.591",
"안산시","01 식료품 및 비주류음료","2016 년","90.761",
"안산시","01 식료품 및 비주류음료","2017 년","93.359",
"안산시","01 식료품 및 비주류음료","2018 년","96.393",
"안산시","01 식료품 및 비주류음료","2019 년","97.708",
"안산시","01 식료품 및 비주류음료","2020 년","100",
"안산시","01 식료품 및 비주류음료","2021 년","106.36",
"안산시","01 식료품 및 비주류음료","2022 년","112.77",
"안산시","01 식료품 및 비주류음료","2023 년","118.72",
"안산시","02 주류 및 담배","2005 년","60.577",
"안산시","02 주류 및 담배","2006 년","60.4",
"안산시","02 주류 및 담배","2007 년","60.875",
"안산시","02 주류 및 담배","2008 년","61.284",
"안산시","02 주류 및 담배","2009 년","61.93",
"안산시","02 주류 및 담배","2010 년","62.188",
"안산시","02 주류 및 담배","2011 년","62.789",
"안산시","02 주류 및 담배","2012 년","63.772",
"안산시","02 주류 및 담배","2013 년","64.985",
"안산시","02 주류 및 담배","2014 년","65.16",
"안산시","02 주류 및 담배","2015 년","96.162",
"안산시","02 주류 및 담배","2016 년","97.111",
"안산시","02 주류 및 담배","2017 년","98.428",
"안산시","02 주류 및 담배","2018 년","98.526",
"안산시","02 주류 및 담배","2019 년","99.616",
"안산시","02 주류 및 담배","2020 년","100",
"안산시","02 주류 및 담배","2021 년","100.79",
"안산시","02 주류 및 담배","2022 년","102.52",
"안산시","02 주류 및 담배","2023 년","103.05",
"안산시","03 의류 및 신발","2005 년","70.261",
"안산시","03 의류 및 신발","2006 년","71.871",
"안산시","03 의류 및 신발","2007 년","73.798",
"안산시","03 의류 및 신발","2008 년","76.011",
"안산시","03 의류 및 신발","2009 년","79.899",
"안산시","03 의류 및 신발","2010 년","81.895",
"안산시","03 의류 및 신발","2011 년","84.489",
"안산시","03 의류 및 신발","2012 년","88.68",
"안산시","03 의류 및 신발","2013 년","91.215",
"안산시","03 의류 및 신발","2014 년","94.812",
"안산시","03 의류 및 신발","2015 년","95.909",
"안산시","03 의류 및 신발","2016 년","97.904",
"안산시","03 의류 및 신발","2017 년","99.121",
"안산시","03 의류 및 신발","2018 년","100.125",
"안산시","03 의류 및 신발","2019 년","99.278",
"안산시","03 의류 및 신발","2020 년","100",
"안산시","03 의류 및 신발","2021 년","100.51",
"안산시","03 의류 및 신발","2022 년","103.7",
"안산시","03 의류 및 신발","2023 년","110.54",
"안산시","04 주택, 수도, 전기 및 연료","2005 년","72.477",
"안산시","04 주택, 수도, 전기 및 연료","2006 년","74.421",
"안산시","04 주택, 수도, 전기 및 연료","2007 년","76.384",
"안산시","04 주택, 수도, 전기 및 연료","2008 년","79.983",
"안산시","04 주택, 수도, 전기 및 연료","2009 년","81.868",
"안산시","04 주택, 수도, 전기 및 연료","2010 년","83.047",
"안산시","04 주택, 수도, 전기 및 연료","2011 년","86.561",
"안산시","04 주택, 수도, 전기 및 연료","2012 년","90.949",
"안산시","04 주택, 수도, 전기 및 연료","2013 년","94.335",
"안산시","04 주택, 수도, 전기 및 연료","2014 년","96.796",
"안산시","04 주택, 수도, 전기 및 연료","2015 년","97.395",
"안산시","04 주택, 수도, 전기 및 연료","2016 년","97.241",
"안산시","04 주택, 수도, 전기 및 연료","2017 년","98.847",
"안산시","04 주택, 수도, 전기 및 연료","2018 년","98.779",
"안산시","04 주택, 수도, 전기 및 연료","2019 년","99.76",
"안산시","04 주택, 수도, 전기 및 연료","2020 년","100",
"안산시","04 주택, 수도, 전기 및 연료","2021 년","101.99",
"안산시","04 주택, 수도, 전기 및 연료","2022 년","107.23",
"안산시","04 주택, 수도, 전기 및 연료","2023 년","112.78",
"안산시","05 가정용품 및 가사 서비스","2005 년","71.613",
"안산시","05 가정용품 및 가사 서비스","2006 년","72.43",
"안산시","05 가정용품 및 가사 서비스","2007 년","75.062",
"안산시","05 가정용품 및 가사 서비스","2008 년","78.63",
"안산시","05 가정용품 및 가사 서비스","2009 년","81.931",
"안산시","05 가정용품 및 가사 서비스","2010 년","81.954",
"안산시","05 가정용품 및 가사 서비스","2011 년","86.222",
"안산시","05 가정용품 및 가사 서비스","2012 년","87.902",
"안산시","05 가정용품 및 가사 서비스","2013 년","88.11",
"안산시","05 가정용품 및 가사 서비스","2014 년","90.874",
"안산시","05 가정용품 및 가사 서비스","2015 년","93.433",
"안산시","05 가정용품 및 가사 서비스","2016 년","95.074",
"안산시","05 가정용품 및 가사 서비스","2017 년","96.376",
"안산시","05 가정용품 및 가사 서비스","2018 년","97.856",
"안산시","05 가정용품 및 가사 서비스","2019 년","99.666",
"안산시","05 가정용품 및 가사 서비스","2020 년","100",
"안산시","05 가정용품 및 가사 서비스","2021 년","101.63",
"안산시","05 가정용품 및 가사 서비스","2022 년","106",
"안산시","05 가정용품 및 가사 서비스","2023 년","111.9",
"안산시","06 보건","2005 년","84.504",
"안산시","06 보건","2006 년","85.737",
"안산시","06 보건","2007 년","86.97",
"안산시","06 보건","2008 년","88.124",
"안산시","06 보건","2009 년","90.039",
"안산시","06 보건","2010 년","91.357",
"안산시","06 보건","2011 년","92.94",
"안산시","06 보건","2012 년","93.603",
